Current_Customer,CompanyID,Founded_Year,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
Y,53350801,1992,1618,$1 mil. - $5 mil.,131,24,59,14,6,Employees.5to9,0,0,7375,4812,73;737;7375;48;481;4812,517919,517810,51;517;5178;51781;517810;5179;51791;517919,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,14243114,Private,,Yes,25-May-22,0,0,,,,,Dahlgren,Illinois,62828,United States,3,
Y,470768560,1959,17820,$10 mil. - $25 mil.,1443,267,659,174,77,Employees.50to99,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,5768588,Private,B2B,Yes,18-May-22,0,0,,,,,New Florence,Missouri,63363,United States,4,
Y,357078909,2003,2982,$1 mil. - $5 mil.,229,29,140,22,8,Employees.5to9,0,0,7361,736,73;736;7361,561312,56131,56;561;5613;56131;561312,Business Services,,Business Services,HR & Staffing,bizservice,,,Private,,Yes,8-Sep-21,0,0,,,,,Buford,Georgia,30519,United States,2,
Y,369209280,2014,1259,$1 mil. - $5 mil.,101,18,46,25,11,Employees.10to19,0,0,7375,4812,73;737;7375;48;481;4812,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,B2B,Yes,18-Mar-22,0,0,,,,,Indianapolis,Indiana,46219,United States,1,
Y,79530569,2002,3612,$1 mil. - $5 mil.,292,54,133,16,7,Employees.5to9,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,15505607,Private,B2B,Yes,12-Apr-23,0,0,,,,,Salina,Kansas,67402,United States,2,
Y,372048755,1988,4299,$1 mil. - $5 mil.,348,64,159,37,16,Employees.10to19,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,17542387,Private,B2B,Yes,15-Mar-23,0,0,,,,,Oklahoma City,Oklahoma,73112,United States,1,
Y,466915299,,5552,$5 mil. - $10 mil.,133,41,133,48,21,Employees.20to49,0,0,9721,972,97;972;9721,928120,92812,92;928;9281;92812;928120,Government,Federal,Government,Federal,government,government.federal,4985187,Private,B2B,Yes,15-Nov-19,0,0,,,,,Gaborone,South-East,,Botswana,1,
Y,397896710,2018,4202,$1 mil. - $5 mil.,340,63,155,45,13,Employees.10to19,0,0,3544,354,35;354;3544,333514,33351,33;333;3335;33351;333514,Manufacturing,Industrial Machinery & Equipment,Manufacturing,Industrial Machinery & Equipment,mfg,mfg.industrialmachinery,19367709,Private,B2B,Yes,24-Jun-21,38,38,Debt,20-Jan-21,PPP,PPP,North Newton,Kansas,67117,United States,,
Y,348481318,1996,6053,$5 mil. - $10 mil.,786,60,320,34,15,Employees.10to19,0,15.4,7389,738,48;481;73;738;7389,541990,54199,51;517;54;541;5419;54199;541990,Telecommunications,,Telecommunications;Business Services,Telephony & Wireless;Research & Development,telecom,,5230467,Private,B2B,Yes,25-Sep-23,0,0,,,,,Henderson,Nevada,89014,United States,8,
Y,38147372,1996,1215,$1 mil. - $5 mil.,159,12,44,9,4,Employees.1to4,0,0,7374,737,73;737;7374,518210,51821,51;518;5182;51821;518210,Media & Internet,Data Collection & Internet Portals,Media & Internet,Data Collection & Internet Portals,media,media.data,18027531,Private,B2B,Yes,21-Feb-22,0,0,,,,,Manhattan,Kansas,66503,United States,2,
Y,356050257,,6486,$5 mil. - $10 mil.,849,64,239,23,10,Employees.10to19,0,0,7372,7371,73;737;7372;7371,922190,541511,51;513;5132;51321;513210;92;922;9221;92219;922190;54;541;5415;54151;541511,Government,,Government;Business Services,Custom Software & IT Services,government,,,Private,B2B,No,,0,0,,,,,,,,,,
Y,437199885,2014,3996,$1 mil. - $5 mil.,323,59,147,23,10,Employees.10to19,0,0,4813,4812,48;481;4813;4812,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,B2C,Yes,19-Jun-22,0,0,,,,,Fort Washington,Pennsylvania,19034,United States,2,
Y,470674229,2020,5494,$5 mil. - $10 mil.,445,82,203,21,9,Employees.5to9,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,,Private,,Yes,1-Jun-22,0,0,,,,,New York City,New York,10170,United States,3,
Y,480576863,,1483,$1 mil. - $5 mil.,191,14,41,23,10,Employees.10to19,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,,Private,B2C,No,,0,0,,,,,Philadelphia,Pennsylvania,19108,United States,1,
Y,462258491,2012,803,"$500,000 - $1 mil.",105,8,27,14,6,Employees.5to9,0,0,8071,807,80;807;8071,621512,62151,62;621;6215;62151;621512,Healthcare Services,,Healthcare Services,Medical Laboratories & Imaging Centers,healthservices,,,Private,B2C,Yes,23-Nov-21,0,0,,,,,Spring,Texas,77389,United States,2,
Y,474232922,2017,1927,$1 mil. - $5 mil.,248,19,53,14,6,Employees.5to9,0,0,7375,737,73;737;7375;48,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,,No,,0,0,,,,,Philadelphia,Pennsylvania,19106,United States,1,
Y,374926591,,4580,$1 mil. - $5 mil.,370,68,169,44,19,Employees.10to19,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,B2B,Yes,9-Mar-21,0,0,,,,,Bryan,Texas,77803,United States,10,
Y,540704615,,1765,$1 mil. - $5 mil.,137,13,95,42,15,Employees.10to19,0,0,7291,729,72;729;7291,541213,54121,54;541;5412;54121;541213,Business Services,Accounting Services,Business Services,Accounting Services,bizservice,bizservice.accounting,3278759,Private,B2B,No,,0,0,,,,,,,,United States,,
Y,79696467,1990,3920,$1 mil. - $5 mil.,513,39,145,34,15,Employees.10to19,-6.3,7.1,7379,737,73;737;7379,541519,54151,54;541;5415;54151;541519,Software,,Software;Business Services,Custom Software & IT Services,software,,14418031,Private,B2B,Yes,21-Jun-22,0,0,,,,,Ashland,Missouri,65010,United States,4,
Y,226853350,2004,1170,$1 mil. - $5 mil.,153,11,40,14,6,Employees.5to9,0,0,7379,738,73;737;7379;738,541519,54151,54;541;5415;54151;541519,Business Services,,Business Services,Custom Software & IT Services,bizservice,,,Private,B2B,No,,0,0,,,,,Blue Springs,Missouri,64015,United States,2,
Y,42975513,2001,951,"$500,000 - $1 mil.",124,9,33,11,5,Employees.5to9,0,0,8748,874,87;874;8748,541618,54161,54;541;5416;54161;541618,Business Services,,Business Services,Custom Software & IT Services;Management Consulting,bizservice,,,Private,B2B,Yes,17-Apr-23,106,106,Debt,25-Jan-21,PPP,PPP,Houston,Texas,77025,United States,2,
Y,354177597,2014,5532,$5 mil. - $10 mil.,448,82,204,60,26,Employees.20to49,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,20389809,Private,,Yes,4-Jan-22,0,0,,,,,Kansas City,Missouri,64116,United States,10,
Y,414800196,,1473,$1 mil. - $5 mil.,192,14,54,23,10,Employees.10to19,0,0,7379,737,73;737;7379,541519,54151,54;541;5415;54151;541519,Business Services,,Business Services,Custom Software & IT Services,bizservice,,,Private,B2B,Yes,19-Sep-23,0,0,,,,,Vero Beach,Florida,32960,United States,1,
Y,145228615,2006,5296,$5 mil. - $10 mil.,428,79,195,37,16,Employees.10to19,-5.9,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,11711417,Private,B2B,Yes,9-Apr-21,0,0,,,,,Kansas City,Missouri,64116,United States,4,
Y,344387689,2006,6513,$5 mil. - $10 mil.,527,97,240,16,7,Employees.5to9,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,B2B,Yes,30-Jul-20,0,0,,,,,Galveston,Texas,77554,United States,5,
Y,366182431,2013,1167,$1 mil. - $5 mil.,151,11,61,14,6,Employees.5to9,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,,Private,,Yes,6-Dec-22,0,0,,,,,Kansas City,Kansas,66101,United States,2,
Y,372175531,,3951,$1 mil. - $5 mil.,513,39,209,30,13,Employees.10to19,0,0,4841,484,48;484;4841,516210,515210,51;516;5162;51621;516210;515;5152;51521;515210,Media & Internet,Broadcasting,Media & Internet,Broadcasting,media,media.broadcasting,9996367,Private,B2C,No,,0,0,,,,,Sherwood,Oregon,97140,United States,1,
Y,347198798,2008,1654,$1 mil. - $5 mil.,133,24,61,18,8,Employees.5to9,0,0,7374,737,73;737;7374,518210,51821,51;518;5182;51821;518210,Media & Internet,Data Collection & Internet Portals,Media & Internet,Data Collection & Internet Portals,media,media.data,2877105,Private,B2B,Yes,11-Aug-23,0,0,,,,,Kansas City,Missouri,64106,United States,1,
Y,32080939,2001,232,"Under $500,000",18,3,8,4,2,Employees.1to4,0,0,7537,753,75;753;7537,811114,811113,81;811;8111;81111;811114;811113,Consumer Services,Automotive Service & Collision Repair,Consumer Services,Automotive Service & Collision Repair,consumerservices,consumerservices.auto,,Private,B2C,No,,0,0,,,,,Atlanta,Georgia,30342,United States,1,
Y,39371338,2002,1946,$1 mil. - $5 mil.,251,19,54,34,15,Employees.10to19,0,0,7221,6153,60;609;6099;61;615;6153;72;722;7221,541921,522320,52;522;5223;52232;522320;54;541;5419;54192;541921,Finance,Banking,Finance;Consumer Services,Banking;Photography Studio,finance,finance.banking,,Private,B2B,No,,0,0,,,,,,,,,,
Y,441325878,2013,912,"$500,000 - $1 mil.",119,9,33,17,6,Employees.5to9,0,0,7389,738,73;738;7389,561499,56149,56;561;5614;56149;561499,Software,,Software;Business Services,Information & Document Management,software,,,Private,B2B,Yes,10-Nov-21,0,0,,,,,Mount Prospect,Illinois,60056,United States,3,
