Current_Customer,CompanyID,Founded_Year,Company_HQ_Phone,Fax,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
N,22843630,1999,(650) 566-8833,(646) 952-0205,6194136,Over $5 bil.,811431,61941,229183,854,441,Employees.250to499,26.7,26.4,7389,7379,73;737;7374;7372;7379;738;7389;7371,541519,541511,51;518;5182;51821;518210;54;541;5415;54151;541511;513;5132;51321;513210;541519,Software,Database & File Management Software,Software,Database & File Management Software;Business Intelligence (BI) Software,software,software.db,367003,Private,B2B,Yes,6-Jun-23,337000,336000,Private Equity,13-Sep-23,TPG,TPG;PPP;HGGC,Palo Alto,California,94301,United States,10,
N,34309954,1894,(717) 534-4200,(717) 534-6760,10419294,Over $5 bil.,1271153,104192,208385,47343,21000,Employees.10000plus,32.3,16.7,5963,5441,20;206;2066;2064;51;514;5145;209;2099;59;596;5963;54;544;5441,445292,311999,31;311;3113;31135;311351;311352;3119;31199;311991;44;445;4452;44529;445292;311999,Manufacturing,Food & Beverage,Manufacturing;Retail,Food & Beverage;Grocery Retail,mfg,mfg.food,278112,Public,B2B,Yes,4-Sep-23,0,0,,,,,Hershey,Pennsylvania,17033,United States,30,
N,34210106,1892,(402) 342-3500,,9700000,Over $5 bil.,582000,97000,242500,1995,1400,Employees.1000to4999,15.6,15.5,5153,4731,51;515;5153;47;473;4731,488510,424510,42;424;4245;42451;424510;48;488;4885;48851;488510,Transportation,Freight & Logistics Services,Transportation,Freight & Logistics Services,transportation,transportation.freight,697137,Private,B2B,Yes,15-Sep-23,0,0,,,,,Omaha,Nebraska,68102,United States,81,
N,49009117,1896,(314) 985-2000,,2968900,$1 bil. - $5 bil.,240480,44533,109849,12399,5500,Employees.5000to9999,0,0,3699,3692,36;369;3691;3692;3699,335999,335911,33;335;3359;33591;335910;33599;335999;335911,Manufacturing,Electronics,Manufacturing,Electronics,mfg,mfg.electronics,1249748,Public,B2B,Yes,14-Jul-23,0,0,,,,,St. Louis,Missouri,63141,United States,14,
N,472309064,2017,(844) 935-2832,,1104518,$1 bil. - $5 bil.,144691,11045,40867,38183,16500,Employees.10000plus,-3,-3,7379,7372,73;737;7371;7372;7379,541519,541511,54;541;5415;54151;541511;51;513;5132;51321;513210;541519,Software,Enterprise Resource Planning (ERP) Software,Software,Enterprise Resource Planning (ERP) Software;Business Intelligence (BI) Software,software,software.erp,305393,Public,B2B,Yes,20-Sep-23,86000,51000,Debt,2-Mar-23,B. Riley Financial,B. Riley Financial;B. Riley Financial,Irving,Texas,75061,United States,23,
N,71369574,1856,(716) 842-5138,(817) 826-0675,8178559,Over $5 bil.,637927,61339,441642,51419,22808,Employees.10000plus,1.8,-6.4,6211,6163,62;621;6211;60;601;6011;61;616;6162;602;6029;6163;6022,551111,523150,52;522;5221;52211;522110;5223;52231;522310;523;5231;52315;523150;55;551;5511;55111;551111;5222;52229;522292;521;5211;52111;521110,Finance,Banking,Finance,Banking,finance,finance.banking,,Public,B2B,Yes,20-Sep-23,0,0,,,,,Buffalo,New York,14203,United States,697,
N,233046031,2006,(415) 222-9670,+44 1202 892499,4400000,$1 bil. - $5 bil.,567600,44000,123200,1568,1100,Employees.1000to4999,0,0,7374,2741,27;274;2741;73;737;7374,519130,518210,51;518;5182;51821;518210;519;5191;51913;519130,Media & Internet,Social Networks,Media & Internet,Social Networks,media,media.social,5,Private,B2B,Yes,9-Aug-23,2820000,1000000,Private Equity,9-Mar-20,Silver Lake Partners,Silver Lake Partners,San Francisco,California,94103,United States,12,
N,357686568,2007,(844) 250-2773,,4095135,$1 bil. - $5 bil.,245708,40951,102378,7115,2700,Employees.1000to4999,0,0,7389,7379,73;737;7379;738;7389;7374;41;411;4119;47;472;4729;48;489;4899,541519,518210,48;485;4853;48531;485310;488;4889;48899;488999;54;541;5415;54151;541519;51;518;5182;51821;518210;513;5132;51321;513210;48532;485320,Transportation,"Rail, Bus & Taxi",Transportation;Software,"Rail, Bus & Taxi;Mobile App Development",transportation,transportation.railandbus,4111,Public,B2B,Yes,24-Jul-23,7162200,420000,Debt,16-Nov-22,,Rakuten;Icahn Enterprises;Magna International;Undisclosed;Founders Fund;Floodgate;Mayfield;K9 Ventures;Mayfield Fund;Fidelity Management and Research Company;Senator Investment Group;Janus Capital Management;Rakuten;General Motors;Alibaba.com;Didi;CapitalG;Floodgate;Teddy Downey;K9 Ventures;Keith Rabois;Coatue Management;Founders Fund;Andreessen Horowitz;Mayfield Ventures;Alibaba.com;Third Point;Andreessen Horowitz,San Francisco,California,94107,United States,15,
N,15191640,1993,(314) 286-2000,,6000000,Over $5 bil.,786000,60000,204000,43287,30365,Employees.10000plus,-5.3,216.2,8399,8011,80;801;8011;83;839;8399,621112,621111,62;621;6211;62111;621111;621112,Hospitals & Physicians Clinics,Medical & Surgical Hospitals,Hospitals & Physicians Clinics;Healthcare Services;Organizations,Medical & Surgical Hospitals;Mental Health & Rehabilitation Facilities;Non-Profit & Charitable Organizations;Physicians Clinics,hospitals,hospitals.hospital,148567,Private,B2B,Yes,22-Mar-23,0,0,,,,,St. Louis,Missouri,63108,United States,48,
N,225738822,1997,(682) 236-7900,(214) 345-4386,3963652,$1 bil. - $5 bil.,519238,39636,134764,38490,27000,Employees.10000plus,0,-8,8621,8062,86;862;8621;50;504;5047;80;806;8062,813920,622110,42;423;4234;42345;423450;62;622;6221;62211;622110;621;6211;62111;621111;81;813;8139;81392;813920,Hospitals & Physicians Clinics,Medical & Surgical Hospitals,Hospitals & Physicians Clinics;Organizations,Medical & Surgical Hospitals;Non-Profit & Charitable Organizations,hospitals,hospitals.hospital,32116,Private,B2B,Yes,23-Sep-23,0,0,,,,,Arlington,Texas,76011,United States,137,
N,16614174,1869,(314) 573-9200,(617) 406-5199,10165000,Over $5 bil.,1240130,101650,203300,13400,9400,Employees.5000to9999,5.7,9.3,5063,5045,50;504;5045;506;5063,449210,423610,44;449;4492;44921;449210;42;423;4236;42361;423610,Retail,Consumer Electronics & Computers Retail,Retail,Consumer Electronics & Computers Retail,retail,retail.computer,209238,Private,B2B,Yes,22-Sep-23,750000,750000,Debt,13-Aug-18,"Regions Bank;Bank of America Merrill Lynch;PNC Capital Markets LLC;JPMorgan Chase;Fifth Third Bank;Wells Fargo Securities, LLC;Commerce Bank;BMO Capital Markets Corp.;Branch Banking and Trust Company;Comerica;U.S. Bank National Association","Regions Bank;Bank of America Merrill Lynch;PNC Capital Markets LLC;JPMorgan Chase;Fifth Third Bank;Wells Fargo Securities, LLC;Commerce Bank;BMO Capital Markets Corp.;Branch Banking and Trust Company;Comerica;U.S. Bank National Association",Clayton,Missouri,63105,United States,265,
N,56674605,1998,(312) 922-5000,,7479975,Over $5 bil.,583438,56099,306678,27877,16000,Employees.10000plus,0,0,6411,6321,64;641;6411;63;631;6311;632;6321,524298,524210,52;524;5242;52429;524298;52421;524210;5241;52413;524130,Insurance,,Insurance,,insurance,,242719,Private,B2B,Yes,22-Sep-23,938100,850000,Debt,31-Oct-22,Morgan Stanley,Altas Partners;Morgan Stanley,Chicago,Illinois,60606,United States,56,
N,45418354,1897,(616) 530-7000,(248) 486-3506,19000000,Over $5 bil.,2318000,190000,380000,28511,20000,Employees.10000plus,0,0,5812,5149,58;581;5812;51;514;5149,424490,424410,42;424;4244;42441;424410;42449;424490,Retail,Grocery Retail,Retail,Grocery Retail,retail,retail.grocery,39594,Private,B2B,Yes,13-Sep-23,0,0,,,,,Wyoming,Michigan,49509,United States,182,
N,51888974,1948,(800) 565-7342,+49 9283 77510,5023343,Over $5 bil.,251167,50233,95443,47417,18143,Employees.10000plus,0,0,2891,289,28;289;2891,325520,32552,32;325;3255;32552;325520,Manufacturing,Chemicals & Related Products,Manufacturing,Chemicals & Related Products,mfg,mfg.chemicals,156078,Private,B2B,Yes,21-Jul-23,0,0,,,,,Rehau,Bavaria,95111,Germany,9,Yes
N,6278960,1874,(414) 359-4000,(414) 359-4115,3753900,$1 bil. - $5 bil.,304065,56308,138894,27053,12000,Employees.10000plus,0.7,0.3,3639,3621,34;344;3443;343;3433;36;362;3621;363;3639;35;356;3569;355;3559,335312,333414,33;332;3323;33231;332313;335;3353;33531;335312;333;3333;33331;333310;32;326;3261;32619;326199;3324;33241;332410;32612;326122;3334;33341;333414,Manufacturing,Building Materials,Manufacturing,Building Materials;Industrial Machinery & Equipment,mfg,mfg.building,758550,Public,B2B,Yes,15-Feb-23,117325,117325,Stock Issuance/Offering,6-May-02,,,Milwaukee,Wisconsin,53224,United States,23,
N,6065973,1894,(612) 671-3131,(612) 671-5112,14271000,Over $5 bil.,1113138,107032,770634,30435,13500,Employees.10000plus,0,0,6733,6411,62;628;6282;63;637;6371;64;641;6411;6289;67;673;6733;632;6324,524210,524114,52;523;5231;52315;523150;524;5242;52421;524210;5241;52411;524114;524113;5239;52394;523940;52399;523999;52393;523930,Finance,Investment Banking,Finance,Investment Banking,finance,finance.investment,20059,Public,B2B,Yes,21-Sep-23,0,0,,,,,Minneapolis,Minnesota,55474,United States,104,
N,39502010,1985,(215) 986-4011,(215) 986-2312,1979900,$1 bil. - $5 bil.,152452,19799,93055,36522,16200,Employees.10000plus,0.3,0.2,8748,7389,73;738;7389;737;7373;7379;7372;87;874;8748,541690,541618,51;518;5182;51821;518210;54;541;5415;54151;541519;513;5132;51321;513210;5416;54161;541618;516;5162;51621;54169;541690,Business Services,Management Consulting,Business Services,Management Consulting;Custom Software & IT Services,bizservice,bizservice.consulting,106342,Public,B2B,Yes,26-Sep-23,0,0,,,,,Blue Bell,Pennsylvania,19422,United States,30,
N,15125590,1880,(800) 339-6353,,24174000,Over $5 bil.,1958094,362610,894438,63594,44610,Employees.10000plus,0,0,4899,4841,48;484;4841;481;4813;489;4899,517919,517810,51;517;5174;51741;517410;5171;51711;517112;517111;5178;51781;517810;5179;51791;517919,Telecommunications,Telephony & Wireless,Telecommunications,"Telephony & Wireless;Cable & Satellite;Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.telephone,3974,Private,B2B,Yes,22-Sep-23,0,0,,,,,Verdun,Quebec,H3E 3B3,Canada,19,
N,347885406,2009,(800) 379-7873,(650) 625-9667,2753434,$1 bil. - $5 bil.,360699,27534,101877,11497,5100,Employees.5000to9999,0,0,7389,7379,73;737;7374;7372;7379;738;7389;35;357;3572,541512,518210,51;518;5182;51821;518210;513;5132;51321;513210;54;541;5415;54151;541512;33;334;3341;33411;334112,Manufacturing,Computer Equipment & Peripherals,Manufacturing,Computer Equipment & Peripherals,mfg,mfg.computers,74502,Public,B2B,Yes,25-Sep-23,1512400,500000,Debt,5-Apr-18,Undisclosed,Undisclosed;Undisclosed;Greylock Partners;TriplePoint Venture Growth BDC;Index Ventures;T. Rowe Price Associates;Sutter Hill Ventures;Wellington Management;Redpoint Ventures;Greylock Partners;TriplePoint Venture Growth BDC;Index Ventures;T. Rowe Price Associates;Sutter Hill Ventures;Samsung Ventures;Redpoint Ventures;Undisclosed;Undisclosed;Undisclosed;Greylock Partners;Index Ventures;Sutter Hill Ventures;Redpoint Ventures;Greylock Partners;Samsung Venture Investment Corporation;Sutter Hill Ventures;Redpoint Ventures,Mountain View,California,94041,United States,16,
N,345805629,2007,(310) 571-4700,,9600000,Over $5 bil.,1248000,96000,508800,3563,2500,Employees.1000to4999,-2.6,-7.1,7822,4841,48;484;4841;78;782;7822,512120,51212,51;512;5121;51212;512120,Media & Internet,Broadcasting,Media & Internet,Broadcasting,media,media.broadcasting,251,Private,B2B,Yes,9-Aug-23,683000,583000,Private Equity,8-Aug-16,Time Warner,The Walt Disney Company;Time Warner;Providence Equity Partners,Santa Monica,California,90404,United States,11,
N,35671385,1985,(800) 282-2881,,3483444,$1 bil. - $5 bil.,456331,34834,118437,37160,16483,Employees.10000plus,0,-4.2,8999,8748,87;874;8748;89;899;8999,541690,541618,54;541;5416;54169;541690;54161;541618,Business Services,Management Consulting,Business Services,Management Consulting,bizservice,bizservice.consulting,7981,Public,B2B,Yes,31-Aug-23,92400,92400,Stock Issuance/Offering,19-Jan-92,,,St. Louis,Missouri,63121,United States,37,
N,223117343,1851,(720) 332-1000,(720) 332-4753,5016500,Over $5 bil.,391287,37623,270891,27993,10500,Employees.10000plus,-7.5,-7.5,6153,6099,60;609;6099;61;615;6153,523999,523160,52;522;5223;52239;522390;52232;522320;523;5231;52316;523160;5239;52399;523999,Finance,Credit Cards & Transaction Processing,Finance,Credit Cards & Transaction Processing,finance,finance.creditcards,2969,Public,B2B,Yes,15-Sep-23,1332400,910000,Private Equity,3-Mar-22,Goldfinch Partners;The Baupost Group,Goldfinch Partners;The Baupost Group,Denver,Colorado,80237,United States,37,
N,39305645,1882,(610) 337-1000,(610) 992-3254,10192000,Over $5 bil.,509600,101920,295568,27554,10000,Employees.10000plus,21.7,124.1,6719,4939,67;671;6719;49;493;4931;492;4924;4939;4923;4932,551112,541690,54;541;5416;54169;541690;22;221;2211;22112;221122;2212;22121;221210;55;551;5511;55111;551112,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,energy,energy.services,909693,Public,B2B,Yes,19-Sep-23,425000,425000,Debt,13-Dec-22,PNC,PNC,King Of Prussia,Pennsylvania,19406,United States,29,
N,104809592,1999,(888) 764-8888,(732) 764-8889,14000000,Over $5 bil.,1834000,140000,490000,8553,6000,Employees.5000to9999,0,0,7379,7371,73;737;7371;50;504;5045;7379;5049;59;596;5961,541519,541511,54;541;5415;54151;541511;541519;42;423;4234;42343;423430;51;518;5182;51821;518210;42349;423490,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,158533,Private,B2B,Yes,21-Sep-23,0,0,,,,,Somerset,New Jersey,8873,United States,15,
N,356414046,1952,(973) 822-7000,,8080000,Over $5 bil.,985760,80800,161600,31111,13800,Employees.10000plus,0,0,2836,2835,28;283;2834;2835;2836,325414,325412,32;325;3254;32541;325412;325414;62;621;6215;62151,Manufacturing,Pharmaceuticals,Manufacturing,Pharmaceuticals,mfg,mfg.pharmaceuticals,202361,Public,B2B,Yes,26-Sep-23,2253900,15300,Grant,2-Mar-23,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Parsippany,New Jersey,7054,United States,14,
N,358896585,2013,(855) 400-7833,,4898642,$1 bil. - $5 bil.,597634,48986,97972,26135,15000,Employees.10000plus,2.2,2.2,4215,421,42;421;4215,492210,492110,49;492;4921;49211;492110;4922;49221;492210;44;445;4451;44513;445131,Transportation,Freight & Logistics Services,Transportation,Freight & Logistics Services,transportation,transportation.freight,18558,Private,B2B,Yes,3-Sep-23,5202250,0,Unspecified,18-May-22,Robert Iger,Valor Equity Partners;Accel;SoftBank Vision Fund;Accel;Accel Partners;Softbank Vision Fund;Robert Iger;3L Capital;Valor Equity Partners;Headline;D1 Capital Partners;Reinvent Capital;Fidelity Management Corporation;Luxor Capital;Baillie Gifford & Co;Eldridge;SoftBank Group Corp.;D1 Capital Partners;Luxor Capital LLC;Accel Partners BV;Anthos Capital;Fidelity;Atreides Management;The Blackstone Group;Eldridge;Guggenheim Investments;MSD Partners;Adage Capital Management;Hedosophia Services;SoftBank Group Corp.,Philadelphia,Pennsylvania,19123,United States,9,
N,346356055,2004,(206) 470-7000,,1958000,$1 bil. - $5 bil.,225170,19580,92026,12904,5724,Employees.5000to9999,0,0,7389,7379,65;653;6531;73;738;7389;737;7374;7379;7372,541519,531390,53;531;5313;53139;531390;51;518;5182;51821;518210;54;541;5415;54151;541519;513;5132;51321;513210;516;5162;51621,Media & Internet,Data Collection & Internet Portals,Media & Internet;Real Estate;Software,Data Collection & Internet Portals;Content & Collaboration Software,media,media.data,177623,Public,B2B,Yes,26-Sep-23,69240,69240,Stock Issuance/Offering,19-Jul-11,,,Seattle,Washington,98101,United States,27,
N,13043336,1948,(518) 320-1100,(585) 245-5526,10041899,Over $5 bil.,602513,100418,341424,131129,90000,Employees.10000plus,0.5,0.5,8221,822,82;822;8221,611310,61131,61;611;6113;61131;611310,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,14559,Private,B2C,Yes,17-Jul-23,0,0,,,,,Albany,New York,12246,United States,24,
N,398692630,2012,(888) 908-7930,,2699887,$1 bil. - $5 bil.,210591,20249,145793,8697,3560,Employees.1000to4999,119.2,226.3,7379,7374,60;609;6099;73;737;7372;7374;7379,523160,523130,52;522;5223;52232;522320;51;518;5182;51821;518210;513;5132;51321;513210;516;5162;51621;52239;522390;523;5231;52316;523160;52313;523130,Finance,Credit Cards & Transaction Processing,Finance,Credit Cards & Transaction Processing,finance,finance.creditcards,1876,Public,B2B,Yes,25-Apr-23,517209,300000,Other Financing Round,30-Oct-18,Polychain Capital;TriplePoint Venture Growth BDC;Y Combinator;Andreessen Horowitz;Wellington Management,"Union Square Ventures;Andreessen Horowitz;Ribbit Capital;Reinventure Group;SV Angel;FundersClub Inc.;Union Square Ventures;Red Swan Ventures, LLC;Ribbit Capital;Bank of Tokyo Mitsubishi UFJ;Sozo Ventures;Mitsubishi Corporation;Draper Fisher Jurvetson Growth Fund;Union Square Ventures;Andreessen Horowitz;Ribbit Capital;Alexis Ohanian;Harjeet Taggar;FundersClub;Y Combinator;Garry Tan;Greg Kidd;Draper Associates;Greylock Partners;Kindred Ventures;Battery Ventures;Bracket Capital;Section 32;Balyasny Asset Management;Shanti Bergel;Spark Capital;Tusk Ventures;Polychain Capital;TriplePoint Venture Growth BDC;Y Combinator;Andreessen Horowitz;Wellington Management",San Francisco,California,94104,United States,12,
N,47942451,2014,,(609) 730-2378,13502704,Over $5 bil.,1647329,135027,270054,104542,40000,Employees.10000plus,0,0,2834,283,28;283;2834,325412,32541,32;325;3254;32541;325412,Manufacturing,Pharmaceuticals,Manufacturing,Pharmaceuticals,mfg,mfg.pharmaceuticals,188768,Private,B2B,Yes,7-Jan-23,0,0,,,,,Titusville,New Jersey,8560,United States,21,
N,92310112,1979,(310) 966-8258,(310) 966-5758,5000000,Over $5 bil.,390000,37500,270000,17423,10000,Employees.10000plus,6.5,6.5,6719,671,67;671;6719,551112,55111,55;551;5511;55111;551112,Holding Companies & Conglomerates,,Holding Companies & Conglomerates,,conglomerate,,249571,Private,B2B,Yes,26-Sep-23,0,0,,,,,Los Angeles,California,90064,United States,24,
N,62392222,1985,+61 282323333,(61)2 8237 1899,4263047,$1 bil. - $5 bil.,332517,31972,230204,43906,18000,Employees.10000plus,0,0,6282,6221,61;614;6141;62;628;6282;60;602;6029;622;6221;621;6211;615;6153,523999,523940,52;523;5231;52316;523160;5239;52394;523940;522;5221;52211;522110;5222;52229;522291;52391;523910;52399;523999;52393;523930,Finance,Investment Banking,Finance,Investment Banking;Banking;Lending & Brokerage,finance,finance.investment,127977,Public,B2B,Yes,13-Sep-23,535000,535000,Stock Issuance/Offering,15-Dec-04,,,Sydney,New South Wales,2000,Australia,40,
N,76942558,1961,(323) 937-1060,(323) 857-7116,3643066,$1 bil. - $5 bil.,284159,27322,149365,9694,4300,Employees.1000to4999,0,0,6719,6351,67;671;6719;63;635;6351,551112,524126,55;551;5511;55111;551112;52;524;5241;52412;524126,Insurance,,Insurance;Holding Companies & Conglomerates,,insurance,,39518,Public,B2C,Yes,19-Sep-23,0,0,,,,,Los Angeles,California,90010,United States,38,
N,74321134,1887,(713) 629-6600,(713) 296-2952,7540000,Over $5 bil.,377000,75400,218660,3539,1570,Employees.1000to4999,1.1,0.6,1389,1382,13;131;1311;138;1382;1389,213112,211120,21;211;2111;21112;211120;213;2131;21311;213112,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,energy,energy.services,1868326,Public,B2B,Yes,11-Sep-23,1500000,1500000,Debt,30-Nov-22,Morgan Stanley,Morgan Stanley,Houston,Texas,77024,United States,25,
N,153011246,1996,(408) 745-2000,(408) 745-2100,5665300,Over $5 bil.,742154,56653,209616,24575,10901,Employees.10000plus,-6.6,-14.7,7389,7382,35;357;3575;3578;50;504;5045;73;738;7389;737;7372;7382;36;366;3669,561621,541519,33;334;3342;33429;334290;54;541;5415;54151;541519;51;518;5182;51821;518210;513;5132;51321;513210;56;561;5616;56162;561621;516;5162;51621,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,29890,Public,B2B,Yes,22-Sep-23,163200,163200,Stock Issuance/Offering,24-Jun-99,,,Sunnyvale,California,94089,United States,24,
